,School,Comment
427,Youngstown State University,More breaks in terms of the semester. Or at least longer ones. That's something that has really screwed up a lot of stuff.
428,George Mason University,Counseling and mental health workshops work well. Possible promotion towards these mental health services to make them more well known could be helpful.
429,Haverford College,While CAPS is doing a good job it is my understanding that they need additional resources to better serve the college community 
430,Oregon,I think that the thing that needs the most focus on is making sure that we have complete access to wellness services 24/7
431,UTEP,"I suppose the on campus counseling when I was struggling in school during the Fall 2021 semester, not related to the pandemic "
432,Tufts,I think it has ok access and the service seems fine. My main issue is how hard it is to schedule sometimes. 
433,Arizona State,"The counselors are extremely nice and willing to talk, I just sometimes there were more qualified therapists that I could see long term."
434,Cerritos College, 
435,Tufts,"Mental health and wellness for BIPOC folk. Among this community, more support needs to be available for FGLI students and international students"
436,UC Davis,telehealth is working well but we need more support on campus for students who want to  talk to someone in person
437,Arizona State,I can think of one thing that works well. But as an online student referrals to services near me would be great.
438,Arizona State,"I find it difficult to schedule appointments during certain times of the semester with counselors, since all seem to be booked often."
439,Fordham University,i think that fordham could definitely use more mental health professionals so that there isn’t such a long wait to see someone.
440,Arizona State,I do not currently use mental health services provided by my college. Maybe if I heard more about it I would. 
441,Penn State,"As far as I’m aware, we have no mental health counciling. Or really help of any kind for the student body. "
442,University of Nebraska-Lincoln,"I have not reached out yet, personally, but I know some people who have had relatively good luck with CAPS counseling. "
443,Utah State University,"The people who check in when given a tip are fantastic, it's the follow through and long-term resources that need work. "
444,Binghamton,"There seem to be many services, but many of the people running them are students who aren't sure of what they're doing."
445,Pitt,I think there needs to be more diverse psychologists that can help students. also workshops that should be required for mental health
446,GW,GW and professors need to be more understanding and accommodating to students struggling with mental health instead of telling them to quit.
447,U of Toledo,I think my actual success coach has been helping. But the resources or knowledge of them need to be talked about more
448,UT Dallas,I think we need to pay more attention into helping students especially girls boost self esteem or encourage students to join clubs
449,Florida International University,the counseling on-campus helps students out everyday. FIU should focus more on online counseling because the pandemic forces students to stay home
450,Penn State,"I haven't personally used any of the services, so I feel as though I am not qualified to answer this question. "
451,Oklahoma City Community College,"I was not aware that Occc offered any mental health options, I think advertising it is something I would like to see"
452,College of DuPage,I would have never known that counseling actually would help with mental issues because it is more known for academic counseling. 
453,Mercer ,"They seem like they're trying their best but there just aren't enough counselors that can do the job that the students need
"
454,Texas A&M,I never used the campus resources so I could not say. I always see posters everywhere so I know that they exist.
455,UB,It needs to be easier to make an appointment and to to find ways for students to get regular therapy. 
456,Clemson,I am able to see a psychologist on campus. I think there needs to be more access for non student athletes
457,UConn,I think the activites that are held around campus. They send emails to invite students to talk about their mental health
458,Wellesley,"Access to counselors is simple (from my experience), but more counselors are needed for general outreach before students are in crisis."
459,Florida Atlantic University,"Instead of saying there are options, reduce the systemic pressure on students. Including high tution, horrible parking, and no coursework help."
460,Miami University,There is a long waitlist to see a counselor but I think it’s good that the first sessions are free. 
461,Arizona State,"The counseling services are great, I used it throughout the pandemic. Knowing how to connect with counseling needs to be addressed"
462,Arizona State,"It all has to do with rushing your assignments
One teacher was rude and didn't go over the DRC paperwork with me"
463,Penn State,"We have a program called CAPs but hardly anyone knows it exists, and it is very hard to get an appointment."
464,Tufts,It’s good that we have psychologists but we need more staff with diverse identities and who can diagnose mental health conditions.
465,UIC,sometimes student groups hold events to kind of give the students a break from school work and have a little distraction
466,Arizona State,More attention to anonymous survey or check in with students so they can receive advice what they can do about it
467,CU Boulder,I think it could have more staff to tell everyone about what is mental health and when do you need it
468,Arizona State,"While it’s not talked about much in ways such as emails, professors often provide links to learn so I appreciate that."
469,Miami University, 
470,Dartmouth,The activities and services provided by the Mental Health Union run by students and the Student Wellness Center are working great.
471,WashU,I’ve never used any of the services but most students find the services provided by the university as extremely unhelpful. 
472,UB,"Unsure since I haven't used any of said services , although I have heard mental health services have ridiculous wait times."
473,UTM,"I think the on campus one is working well, but we’re not doing anything for our outreach centers (ie parsons) "
474,Arizona State,"I haven’t really had the chance to use ASUs mental health services, and I don’t even know how to begin. "
475,Oregon,From my experience everything is working well. I think they would benefit from having more people staffed to help the students.
476,University of Delaware,I have never struggled with mental health issues. I do not know what my college needs to do or works well.
477,Tufts,"I'm not really sure, having not needed to use said services myself and relying on outside therapy in times of crisis."
478,UIC,Lower tuition and random fees. Stop charging top rate prices for mediocre education in an environment with sub-par resources and staff.
479,Oregon,College counseling seems to be working well. People should talk directly to me more if they really are concerned about me.
480,UB,"I personally liked meeting with a counselor 1 on 1, I guess just expanding that overall would make things even better"
481,Washington State, 
482,Mineral Area College,I think we have had a really good counselor who is always willing to talk to students who are struggling 
483,Santa Rosa Junior College,"The college doesn’t seem to promote it’s mental health facilities, so I don’t know enough about them to say anything good"
484,El Camino Community College District,"The group sessions for stress relief and meditation has worked great for me.
I believe more individual telehealth options would be great"
485,Alvin Community College,"I don't use the services, so I would not have a clue. But maybe improve group sessions or add them in."
486,Kalamazoo College,The counseling center of Kalamazoo college is known amongst the students to be generally very bad at the services it provides
487,Brigham Young University-Provo,CAPS is a good start but it’s not enough. It’s too difficult to access or learn how to get help. 
488,Santa Clara University,We need more education  programs on what to do when someone we know is facing a mental health issue
489,UMich,A hotline would be good. When I've been struggling with my mental health before I just wanted to call someone.
490,UMich,"The 24 hour line is good
Need more staff, the wait I heard can be a bit long
I've never gone though"
491,UConn,I think the teachers need to be more aware of what the students are going through and give more leniency.
492,Iowa State University,I know there is counseling available for students. I don't know about any other services or what exactly counseling entails.
493,University of Arizona,I would say the access to help during the day is beneficial however there needs to be 24 hour help
494,Arizona State,"I know there is an oncampus therapist, they can do a better job spreading the word about what’s available "
495,GW,In person counseling seems to be working well. The availability and the options for telehealth need to be expanded. 
496,Brandeis,Accessing the BCC is complicated. Transportation should be expanded to more locations to help people access off campus therapists 
497,University of Rhode Island,i think they have decent programs in place but not many people know about them or actually access them 
498,Ohio State,They send out a weekly newsletter and help reach out of ways you can feel closer to people right now
499,Boston College,"They are direly understaffed in terms of therapists, many of my friends struggle to make even a first appointment. "
500,Florida International University,our therapists need to be more responsible and make more of an effort to reach out to their patients 
501,Bowdoin,"Free counseling is great, but it can still be hard to access and take a while to get  "
502,Arizona State,i haven’t tried the counselling services at asu but i’ve heard from others that at asu it’s not good 
503,Barnard,"I believe that for many, the addition of having 6 1 hour therapy sessions is helpful for short term help"
504,Arizona State,I like the availability of counseling and that it is at no charge — though have not used the service.
505,Virginia,"Caps work okay, but office hours or open hours for students to get mental health help would be useful "
506,University of Minnesota,It is fairly easy to get in for an intake appointment. There are usually opening within a week or so.
507,Arizona State,"I have not used my college’s mental health services, so I do not feel qualified to answer this question. "
508,University of Minnesota,I feel like the college in general is lacking. They advertise they care but I don’t feel like it’s genuine.
509,Barnard,I think the overall attitude towards prioritizing mental health is good. I have not had much experience with individual services
510,Georgia,There are not enough counselors so i have heard it is hard to have appointments at a necessary frequency. 
511,University of Alabama at Birmingham,Just communication. I am glad that the campus does tell us where and how to review counseling if needed. 
512,Florida,"UF has a “U matter we care” that works well, but it takes a long time to get in "
513,Brigham Young University-Provo,Counseling and psychological services—that's the main program for mental health and any sort of need of the student to use.
514,Texas State University,"To be totally honest, I’ve heard nothing but negative things about the professionalism and effectiveness of UT mental health services."
515,Williams,"The fact that TalkSpace is offered is nice, the fact that IWS cannot fill their staff properly is terrible"
516,WashU,"There are a lot of peer counseling resources which I like, but there should be more professional, in-person options."
517,Rowan,There needs to be more opportunity for individual therapy before people are in crisis.  Not enough preventative measures.
518,Claremont McKenna College,The referral process works well but it should be even easier and there should be less wait time. 
519,Binghamton,I have yet to use services provided by the school. An anonymous hotline could be a good idea 
520,Utah State University,CAPS has been able to help me with counseling services and finding what is best for me right now.
521,Arizona State,"I'm not sure, I've had trouble figuring out what resources online students have, and I can't find very much."
522,Temple,nothing is really working well. more flexibility when it comes to attendance and mental health. drs is helpful though
523,IU,"Reaching out to the students, not a lot of people are aware of the facilities provided by the university."
524,Stony Brook University,"None of them are working well, the mental health advisors do not take the mental health of students seriously"
525,Carnegie Mellon,"One on one therapy works well, but the limitations on how many sessions of therapy are allowed are harmful."
526,Johns Hopkins University,They have a good group of therapists. But they don’t provide a ton of different areas of specialty. 
527,UB,I haven't used any of the services at my school but many other students say there should be more
528,Georgia State University,I am not familiar with the services offered by the school except that I know there are some available.
529,Mt Holyoke,I think teaching students how to cope with stress in a healthy way instead of with alcohol or drugs.
530,Oklahoma,"If you can get into Goddard for therapy, you’re golden. The wait to get into it though is ridiculous."
531,University of Arizona,"CAPS system seems to be working, I wish that they were more clear on their physical location operating hours"
532,Arizona State,The telehealth services appear to be working great and I am glad ASU provides free therapy sessions for students.
533,Wake Forest,The counseling center is unable to meet students regularly for counseling. It is only effective for students in crisis.
534,Arizona State,"I haven’t used these services yet, but aspects of mental health that need more attention is group wellness activities."
535,University of Nevada-Reno,Counseling center works well. Something that should be improved is having someone that can prescribe mental health medication 
536,Arizona State,"I hardly hear about the resources available concerning mental health.they are either nonexistent, too few or not well advertised."
537,Dartmouth,"I have received a medication evaluation and several counseling sessions, both of which seem to be going well. "
538,University of Central Florida,CAPS does cool events with puppies. I think they need to have more professional therapists versuses low level ones.
539,UNC,CAPS is an option that is good for students but it is limited in the help it can provide.
540,Laramie County Community College,I think they are doing well about letting you know that there are resources available if you are struggling.
541,Houston Community College,"I honestly do not know, as all of my classes became online only. Ive just been at home "
542,Iowa Central Community College,The mental health aspect needs more attention because us students still struggle even though we are continuing are education.
543,Cecil College,"Different diagnosis, and help for them. Some tips for struggling student who have weight on their shoulders from familu"
544,Lansing Community College,I think more attention should be brought to mental health and wellness in general (ex. how to manage stress)
545,Macomb Community College,I feel that the ability to speak with counselors on and off campus is working really well for students.
546,Nassau Community College,"I haven’t used any mental health services provided by the College, nor have I been informed of any. "
547,Anne Arundel Community College,The anxiety students feel when taking a midterm or final exam. Especially if they’re at risk of failing. 
548,Ohio State,I have not used any services because the tele services were always completely full when I needed them.
549,University of Arizona,"N/A

I am unaware of what services are provided by the school because I have not sought them out."
550,UConn,I think the university does stuff well but I also think some other stuff they do not well
551,New York University,The whole counseling program is seriously understaffed and ineffective. Did not feel supported or heard at all. 
552,UT Austin,There shouldn’t be a limit on the number of mental health service appointments a student can make 
553,Emory,The consistent emails let me know where I can reach out to if I needed help mentally. 
554,Hillsdale College,The counselors here are great and the professors really care and will listen to you talk about life.
555,Rochester,"I have no idea, but I have not heard of anyone having success with university mental health services"
556,Arizona State,"Not really sure, the way they go about mental health services just doesn’t motivate me to use them"
557,Oregon,I don't know as I have not paid much attention to it due to being a remote student
558,University of Maryland-College Park,I couldn’t tell you what goes into what category. I just didn’t receive effective treatment from them. 
559,Arizona State,They shouldn’t set limits on how many weeks you can see a counselor just cuz staff is limited.
560,George Mason University,"The quality of CAPS is not great at Mason, but it’s availability is good and is accessible "
561,Boise State University,"There are definitely known resources like counselors and group therapy, but it is difficult to get appointments. "
562,Stony Brook University,They have a lot but I don't know much about them in general since I don't use them.
563,UIC,I feel the use of tele-health has been expanded during Covid and can make a good impact 
564,Washington State,i actually haven’t used them because i’m not used to ask for help when i have to 
565,Louisville,"I don't know what's provided, therefore I think the services and programs should work on being more visible."
566,Arizona State,I personally have not used the mental health facilities on campus because they have a poor reputation 
567,UB,"There are many psychological consultants available for appointment, and you can talk about your troubles at any time."
568,UWEC,Having therapy dogs is very calming during stressful situations. I think more engaging options need to be available.
569,Wofford College,"I think our staff is great, just limited in time. Appointments are booked out months in advance. "
570,University of Nevada-Reno,I think it would be helpful if they advertise any mental health support options they do have more.
571,UC Berkeley, NONE. NEVER able to make an appointment with the psychiatrist or psychologist of the student health center
572,Arizona State,I have not attempted to use any mental health resource because I am primarily an online student 
573,Arizona State,I think the free counciling  has allowed more students to reach out and try services like that
574,Ithaca College,I'm not sure because I have not tried to receive mental health services or supports from my college.
575,Amarillo College,"I do not currently use the mental health resources offered, but I have contemplated it several times. "
576,Pierce College-Puyallup,"All aspects have worked great for me, I think more diversity in counseling staff would be helpful. "
577,Atlantic Cape Community College,I have not seen any or heard of any services that the college can offer for mental health.
578,Brigham Young University-Provo,The Caps program is great but I think they could partner with off campus agencies for other help
579,Smith,"I like group therapies a lot, but we need more resources for getting help for serious mental illnesses."
580,Arizona State,I haven't had good experiences with the ASU counseling services. I think they need better trained counselors.
581,University of Iowa,I wish there was more attention to social events within the dorms to help people make friends.
582,Rowan,I'm not sure. I haven't used any resources yet but I am currently looking into them 
583,Stanford,Not very much. Have heard from many people that the CAPS therapists are not helpful at all
584,Arizona State,The counseling center is very accessible and affordable. I wish there were more remote options for counseling.
585,UConn,Honestly I don't know because I have not used the resources but pet therapy has been awesome.
586,UMass Amherst,The UMass professors are actually terrible at being understanding or accommodating towards students struggling with mental health.
587,Oklahoma,I believe that direct contact white someone that can help is the best way to get better
588,UConn,"medical care and pharmacy services are good, but mental health is inaccessible and has bad rep "
589,Yale,"We get free therapy, but the therapists are known to be really bad and overwhelmed and unavailable."
590,Arizona State,"The daily health check is useless and is likely a legality, although I have enjoyed in-person counceling"
591,Siena College,I am not sure. I don’t feel like I am getting any help with my mental health
592,UB,I have no idea what works well. Im too afraid to admit mental health problems to anyone.
593,Arizona State,Need more counselors for the number of students. Add a psychiatrist who can prescribe medications affordably. 
594,Lewis & Clark College,Counseling. I have appreciated using therapy on campus and I know many others feel the same way.
595,UNC,"Wellness information services and events are working well, however the therapists available and staffing need more funding."
596,UC Riverside,The Well for sexual health supplies. They can add in person mental health services instead of online.
597,Pepperdine University,The free counseling/therapy sessions that my college provides I hear have been working well for my friends.
598,Arizona State,The appointment system for mental health services is bad. It doesn't represent the full range of services.
599,UC Davis,I don’t really know about any of them but I think some are conducted by graduate students
600,Lehigh,They are good at advertising options but the counselors just listen and don’t really provide solutions 
601,Michigan State University,"The online counseling offered works pretty well, but I did feel rushed to only do it temporarily."
602,Arizona State,"I am a fully online student and I wish I was able to use more telehealth services
"
603,Stony Brook University,"I have not visited or experienced any of the facilities.
I think CAPS and the animals are great."
604,Santa Clara University,I think the wellness chat that is offered commonly during the week by the cfs works well
605,Colorado State,I am not sure as I have not used the mental health services offered at my school
606,Arizona State,I believe that ASU counseling service is working well at helping students with their mental health 
607,Arizona State,I am unaware of the services my college has at the moment as far as this goes
608,Boise State University,I personally struggle with anxiety so I wish there was more coverage or programs available for that
609,Macalester College,My understanding is that the barriers to getting mental health counseling at Mac are annoyingly high 
610,Stony Brook University,"most people don’t receive any counseling or are referred, yet still pay the constant mandatory counseling fees"
611,Duke,I haven’t personally tried to use them but I have heard other students say support is weak
612,Arizona State,I have not used any mental health service so I do not know what needs more money
613,Carnegie Mellon,Health services at cmu are temporary fixes for the stress that cmu’s workload puts on its students
614,Georgia,I think people need to work on handling their problems on their own if they can. 
615,San Joaquin Delta College,Counseling as in just hearing about what student had to say really worked well for me personally
616,Notre Dame,"I think having counseling services available is working well, but diversity of counselors could use more development"
617,Rose State College,Online counseling and I feel like the pressure and stress/anxiety needs to be paid more attention to
618,Northeastern Oklahoma A&M College,The therapist on campus is working well. The fact that no one knows she’s there isn’t well.
619,Bluegrass Community and Technical College,All of it needs attention you don't know about it unless you accidentally stumble upon it 
620,Patrick Henry Community College,I didn’t have issues with my mental health so I didn’t have to look it up. 
621,Cerritos College,Just be you n do you no matter what you are and calm your mental health 
622,Virginia,"Counseling services are offered by my college, but only a certain amount of therapy sessions are provided"
623,William & Mary,I feel a lack of accessibility to mental health aid because of the lack of availability appointments.
624,Brigham Young University-Provo,"CAPS and accessibility center are great, but I know people that got stuck on waitlists for ages"
625,New York University,I think it’s a great start to have free sessions but there shouldn’t be a cap
626,UConn,"Need more scheduled communication, perhaps group sessions, people who are going through the same thing "
627,Emory,I have heard telehealth has been good because it’s easy to get an appointment quickly. 
628,Miss. State,I believe that the directions to the office and the site should be more publicized 
629,Arizona State,Being able to visit a counselor at most times is really helpful in this aspect. 
630,Vermont,The counseling staff and system is overwhelmed and it’s hard to actually get help from it
631,Rowan,Group Therapy options are large on campus. Both student run informal and ones run by professionals
632,University of Arizona,I am not sure as I have not utilized the mental health/wellness services on campus. 
633,Arizona State,"Counseling and therapy need more attention, when I went it seemed like the therapist didn't care"
634,UT Dallas,The student health center is easy to access. The college needs better access to counseling services
635,New York University,"Honestly there isn’t much. They talk a big game, but there’s no support in reality. "
636,Washington State,The phone hotlines are very beneficial. I think doing more outreach in classes is important 
637,Hamilton College,The peer counselors work well. More professional help could be improved for people who need it.
638,Colby,"I think diversity of staff definitely needs more attention, especially training on racial issues on campus."
639,University of Arizona,The caps is working well. It's good with counseling but struggling on diagnosing and giving medication
640,UCLA,"People would always talk about how CAPS is there for you, but it feels distant. "
641,Arizona State,They do a good job providing training with where to access and how to provide service.
642,Williams,"IWS is great, but mental health needs to be more student-focused. Get some peer groups going."
643,Florida State,"The mental health hotline works well

Sometimes there is a waitlist for therapy appointments, which isn't great"
644,Boston University,"We have a varieties of counseling, but it seems intimidating for those not familiar with counseling."
645,University of Houston,The on-campus mental health center frequently organizes events to spread awareness of certain mental health issues.
646,Macalester College,I think there should be a way to see the same mental health counselor more consistently
647,UC Berkeley,"Good at detailing metal health resources through email, need more attention on stress from intra-course workloads"
648,Virginia,CAPs is a thing but it doesn’t work well. Just about the only thing we have.
649,Arizona State,I am not sure as I have not used my university for help with mental health.
650,Arizona State,I am an online student so I am unsure what services are offered on the campus.
651,Haverford College,"The services are good, but it can take a really long time to get an appointment"
652,UB,"Generally the services are okay, but they gave been getting worse over the past few years"
653,UTEP,I have never felt comfortable enough to use these services although I do know they exist
654,UB,I don’t know due to the reason I have not had any personal experience with it
655,UB,"theyre inaccessible, i can’t even get anyone in the mental health office to answer the phonr"
656,Carnegie Mellon,The petting zoos and puppies are highly therapeutic. Wish there were more of these opportunities 
657,Stony Brook University,CAPS can be an excellent resource to use but experiences can vary from person to person
658,Auburn,"I don’t really know, but I do like the fun social events offered by the school."
659,Purdue University-Main Campus,Mental Health Action Week and other Purdue Student Government communications about mental health awareness and support.
660,UCLA,"The only service I have used is a therapy telesession, and it overall went pretty wellz."
661,UTEP,Not sure I can answer this question as I have not asked for any help. 
662,Riverside City College,The in person counseling works best for me. It can improve on its promotion of services.
663,Union County College,I feel that there needs to be more advertisements for the services they provide to students.
664,Bergen Community College,Gathering more people to know each other. As a stress reliever and help each other out
665,University of Alabama at Birmingham,Awareness. Like I feel like I know the resources my school has for mental health 
666,Brigham Young University-Provo,It is good that all students have access to counseling but the waitlist is insane. 
667,Binghamton,Clubs prioritizing mental health is working well. Bringing awareness to professional resources needs more attention.
668,University of Nevada-Reno,General attention should be increased for he availability of mental health services on campus. 
669,University of Arizona,Mental health services are not the best. I had to find resources outside of school.
670,UMich,I heard it is impossible to get an appointment at the on campus services 
671,UT Austin,"CMHC is pretty good, but it seems confusing to a student who’s never used it."
672,UIC,Having more sessions since it takes a while to talk to someone be known 
673,Columbia,they are bad. im paying 400 fee for them to just refer me off campus.
674,University of Wisconsin-Madison,I think St. Paul’s Catholic Church on state street has really benefited my mental health.
675,Utah,There needs to be more therapists available and their services need to be more accessible
676,University of Maryland-College Park,Having any type of therapist and someone to talk to about problems would be great
677,Manhattan College,I think maybe accepting that reaching out to other people about mental health is okay.
678,Williams,Their mental health center is alright as a whole but it needs more diversity 
679,University of Wisconsin-River Falls,I think there are some good options but they are not advertised well at all
680,University of Washington,"Counseling is pretty good, though it would be better if it wasn't so short term."
681,UC Riverside,I am not really sure since I use my own mental health and wellness services.
682,New York University,I wouldn’t know given that I haven’t sought out mental health help from my college.
683,Arizona State,"I like my college's wellness coaches, but availability is limited, which is a problem. "
684,Dartmouth,"Wellness services are good, there should be a service where people reach out to students"
685,Temple,"i think the counseling service is a good option, but its accessibility is lacking "
686,Carnegie Mellon,Due to my limited experience I am unable to give accurate info regarding this issue
687,Columbia,More attention needs to be paid to the connection between disabilities office and mental health
688,UC Riverside,"There was an event for Basic Needs recently, which was helpful in pointing out resources."
689,Arizona State,Not sure I have not used the services because I honestly didn't know about them.
690,Colorado State,It takes way to long to schedule an appointment with a therapist or a counselor
691,Muhlenberg College,I'm not sure what support at the college is working well. I haven't used any.
692,University of Arkansas,trying to make an appointment with on campus counseling was really hard for me 
693,Daemen College,I havent used the schools services but have heard that the counsiling offered is poor
694,Howard University,More access and awareness for guys seeking mental health and being comfortable with expressing themselves.
695,University of Maryland-College Park,The service that is working well is  the counseling that is provided in campus
696,University of Illinois at Urbana-Champaign,"None, they suck at advertising wellness services aviabliety. And it difficult to get appointments "
697,Chandler-Gilbert Community College,I like the counseling sessions where you speak with another student who is on campus
698,Hartnell College,I am not fully informed on the type of program that the school provides. 
699,Florida International University,Not sure. The counseling center worked well for me prior to Covid when I attended.
700,California State University--Fresno,I really enjoy the Wednesday wellnesses where they hang out fruit to keep us healthy
701,Baylor,The access to mental health resources but the awareness to these need more attention 
702,Texas A&M,I think the free mental health counselor is a really good thing for campus 
703,University of Nevada-Reno,The counseling center does great work but the hours are sometimes a bit limited.
704,GW,there are no resources (that I know of) to help students with eating didorders
705,Claremont McKenna College,Counseling center is actually pretty decent this year. More options would be nice. 
706,University of Minnesota,I think it needs to more readily available not just like a 9-5 thing.
707,Youngstown State University,I am not sure what aspects are working well because i do not partake.
708,Rutgers,I’ve had multiple friends who used CAPS and thought the service was very helpful!
709,Virginia Polytechnic Institute and State University,"I guess they offer help, but I've heard the health center is rather costly"
710,Williams,It's nice that it's pretty easy to schedule appointments but sometimes they aren't available
711,Oklahoma,None. They need to have an easier and anonymous process to talk to counselors
712,UConn,"Communication about resources, costs. Making appointments online or getting a consultation / evaluation "
713,Ohio State,Counseling is widely available but I’m not sure how to get in contact 
714,University of Massachusetts-Lowell,Sometimes it is hard for students who are struggling to reach out for help
715,Rutgers,"Free counseling and certain support groups. 

More wellness activities / interventions need more attention."
716,Arizona State,I have not utilized any so I cannot speak on them at the moment.
717,Arizona State,"Availability & advertisement of services is working well. Off campus-resources needs more attention 
"
718,Dartmouth,24 hour nurse line. The time length to be connected needs to be imprived
719,Oklahoma,"We have $10 counseling services, but they fill up quickly. Expanding this is key"
720,Youngstown State University,I do not know how the services function as I have never required them.
721,UC Berkeley,I’d say they just need to be more easily accessible and open to students.
722,LSU,"I’m not sure since I haven’t used them, but I have heard great things"
723,University of Arizona,There needs to be more diversity in terms of counselors available to students. 
724,Arizona State,I have a coach that helps me set goals and that works pretty well
725,Arizona State,I think the counselors are good but a online thing would help as well.
726,Arizona State,"i don’t know, i’m an online student  who hasn’t utilized the services. "
727,Haverford College,Not too sure. Don't have a ton of exposure to on campus counseling 
728,Washington State,"None, I have tried again and again to make an appointment with no luck."
729,Arizona State,There needs to be a way to streamline classroom help for mental health issues.
730,University of New Mexico-Main Campus,I think my college is doing alright when it comes to mental health wellness.
731,UB,You can go and talk to any teacher and they will help you. 
732,Virginia Polytechnic Institute and State University,Aspects that could be improved are availability. What they do well is crisis services.
733,Iowa State University,A lot of students have benefitted from the student counseling center on campus. 
734,Arizona State,I really don't know. I don't look to the campus for mental health help.
735,Arizona State,I haven’t utilized on-campus services so I don’t know what’s working or what isn’t.
736,UC Berkeley,How to understand when the right time is to seek help for mental health
737,Arizona State,Counselors are always available. Sometimes it is hard for students to reach out first.
738,Haverford College,"Not sure... I talk to family and friends about personal issues, not the school"
739,University of Washington,"I don't know, I do not use mental health resources provided at my University."
740,Florida International University,More specific types of mental health issues rather than umbrella terms and diagnosis’s 
741,Kent State University,"They have counselors, but not enough to provide for the entire campus community. "
742,Mt Holyoke,able to register for a counseling session and get an appt within 7-10 days
743,Stony Brook University,"I only made appointments but they never offered help, so I don't know "
744,Stony Brook University,I like the addition of having animal interactions everything else I’m not sure about
745,Wesleyan University,"CAPS is kinda diverse, but we could use more people because they're so slow"
746,UMich,"CAPS is a nice resource to have, but it needs more attention and expansion"
747,George C Wallace Community College-Dothan,More one on one patience with students and more counselors and tutors to help
748,SOWELA Technical Community College,I'm not sure.  I have never talked to anyone about mental health. 
749,Southwestern College (1),I think there should be more awareness and encouragement made for the resources. 
750,Iowa Western Community College,I don’t live on campus. So I don’t use any mental health help. 
751,Ulster County Community College,I feel that the mental health services could be better expanded on campus 
752,Texas A&M,"Not sure, I haven’t sought any resources from the university in this regard. "
753,UW Whitewater,I think that the graduate students at Winther are doing a great job!
754,Rowan,"I am not sure, but students have often criticized Rowan's mental health assistance"
755,Pepperdine University,I think the mental health groups (such as mindfulness) need more awareness 
756,Binghamton,The on campus psychiatry department is good but oh man the UCC :/
757,Oklahoma,"Awareness is good, more staff and professors are acknowledging issues and being flexible"
758,UMass Amherst,Group counseling is good. Availability of individual counseling is dismal at best 
759,University of Arizona,"I haven't really tried to access mental health services, so I wouldn't know."
760,UConn,Easier access to an actual therapist weather we pass the screening or not
761,UConn,i have not used any mental health or wellness services from the college.
762,Oklahoma,I think they need to do a better job advertising mental health services
763,UMich,We offer a lot of resources but it's unclear how helpful they are.
764,Missouri State,Open to meeting with different counselors if one counselor does not work out
765,UCLA,The school is very open about the resources for counseling that are available.
766,Purdue University-Main Campus,I think the corec should offer more workout classes targeted to mental heanth
767,Ohio State,Can easily schedule an appointment but need to wait a month for it.
768,Stanford,I am not aware of many of the services provided by my college
769,Virginia Polytechnic Institute and State University,There needs to be more and faster availability to counseling on campus 
770,UCLA,More focus on professional stressors (ie. career and job) rather than social stressors
771,Arizona State,I don’t know as I’ve never used any of the wellness services provided.
772,University of Massachusetts-Lowell,they provide emails weekly that students can use to direct them towards help
773,UB,Counseling works well but communication on how to access it could be better
774,Virginia,The waitlist is far too long for anyone to reliably get into CAPS.
775,UConn,Having people to talk to at all is good but need more people
776,Pennsylvania State University-World Campus,They only provide in person counseling which does not work for everyone’s schedule
777,Muhlenberg College,The counseling service is free so that is nice and always a resource.
778,UCLA,I think that the mental health services available are enough for me 
779,Kansas State University,Referring everyone to group workshops is not a solution for each individual. 
780,CWRU,im really unfamiliar with the success of the schools mental health services 
781,Arizona State,I don’t even know what mental health services are provided by my college
782,UTK,Allow students to see their own counselors at a discount through the school
783,University of Maryland-College Park,What works well is the groups students create to talk about our struggles.
784,Virginia Polytechnic Institute and State University,The social media pages are pretty helpful talking about wellness and spreading awareness
785,Colorado State,There is often a large wait for people who are seeking counseling. 
786,University of Minnesota,Just more coverage and talk about mental health in order to decrease stigmatization.
787,UB,"On campus counseling does well

UB police office mental health training needs more attention"
788,Haverford College,"none, they say they offer them but have no space and dont answer"
789,Stony Brook University,I haven't been to any of the mental health and wellness services here
790,UTM,The attention and awareness of mental health is working well. They destigmatize it
791,University of South Florida-Main Campus,The process to get an appt at the counseling center needs work 
792,University of Delaware,i am not sure because i have not used the resources here 
793,University of Maryland-College Park,"Services are offered, however many of the counselors are temporary and apparently unhelpful"
794,Arizona State,I have not used any of the mental health services provided by ASU.
795,University of San Francisco,Group therapy is working well. More individual appointments should be allotted to students
796,UB,I have never seen any sort of advertising about available mental health resources.
797,GW,"Need better understanding of student needs past anxiety, better informed of trauma "
798,Arizona State,"As an online student, I have not received any information regarding Mental health"
799,NC State,I would use counseling services if they were in person not on zoom
800,University of Arizona,there’s not any well provided they’re hard to access and not useful 
801,Harvard,peer counseling services are nice to have. we need more access to therapy.
802,Syracuse,Tele support is working well for students with anxiety or schedule conflict 
803,Trident Technical College,i have not seen anything about them having any mental health help. 
804,Tri-County Technical College,I’m not sure of any sort of mental health services my school offers
805,Yuba College,I am not sure I got mental health counseling through my insurance 
806,Phoenix College,I'm not really sure. I think it could improve on mental health more.
807,J Sargeant Reynolds Community College,I have no idea. I have not looked into using any assistance 
808,Des Moines Area Community College,There is a counselor and an online quiz thing. I'm an online student
809,Laredo Community College,I didn’t know there were mental health services provided by Laredo college 
810,Gwinnett Technical College,I am not aware of the mental health service that my institution provides.
